"","city","stateProvince","country","ncity"
"4821","Schiffdorf","NI","DE",4
"4822","Schifferstadt","RP","DE",38
"4823","Schiffweiler","SL","DE",120
"4824","Schildau","SN","DE",29
"4825","Schildow","BB","DE",1
"4826","Schillig","NI","DE",7
"4827","Schillingen","RP","DE",29
"4828","Schillingsfürst","BY","DE",40
"4829","Schiltach","BW","DE",283
"4830","Schinkel","SH","DE",19
"4831","Schirgiswalde","SN","DE",74
"4832","Schkeuditz","SN","DE",1057
"4833","Schkopau","ST","DE",132
"4834","Schkopau Lochau","ST","DE",22
"4835","Schladen","NI","DE",1
"4836","Schlaitdorf","BW","DE",21
"4837","Schlangen","NW","DE",93
"4838","Schlangenbad","HE","DE",81
"4839","Schleiden","NW","DE",43
"4840","Schleiz","TH","DE",123
"4841","Schlema","SN","DE",141
"4842","Schleswig","SH","DE",742
"4843","Schlettau","SN","DE",54
"4844","Schleusegrund","TH","DE",23
"4845","Schleusingen","TH","DE",11
"4846","Schlieben","BB","DE",45
"4847","Schliengen","BW","DE",47
"4848","Schlier","BW","DE",26
"4849","Schlierbach","BW","DE",154
"4850","Schliersee","BY","DE",110
"4851","Schlitz","HE","DE",41
"4852","Schloß","BW","DE",91
"4853","Schloß Holte-Stukenbrock","NW","DE",367
"4854","Schlotfeld","SH","DE",21
"4855","Schlotheim","TH","DE",108
"4856","Schluchsee","BW","DE",68
"4857","Schlüchtern","HE","DE",232
"4858","Schlüsselfeld","BY","DE",73
"4859","Schmalkalden","TH","DE",356
"4860","Schmallenberg","NW","DE",426
"4861","Schmannewitz","SN","DE",3
"4862","Schmelz","SL","DE",146
"4863","Schmidmühlen","BY","DE",3
"4864","Schmiedefeld am Rennsteig","TH","DE",6
"4865","Schmitten","HE","DE",31
"4866","Schmogrow-Fehrow","BB","DE",4
"4867","Schmölln","TH","DE",346
"4868","Schmölln-Putzkau","SN","DE",21
"4869","Schnaittach","BY","DE",139
"4870","Schnaittenbach","BY","DE",24
"4871","Schneckenlohe","BY","DE",7
"4872","Schneizlreuth","BY","DE",13
"4873","Schnelldorf","BY","DE",76
"4874","Schnelsen","HH","DE",45
"4875","Schneverdingen","NI","DE",163
"4876","Schnürpflingen","BW","DE",1
"4877","Schöffengrund","HE","DE",18
"4878","Scholen","NI","DE",141
"4879","Schöllkrippen","BY","DE",57
"4880","Schömberg","BW","DE",16
"4881","Schonach","BW","DE",49
"4882","Schonach im Schwarzwald","BW","DE",22
"4883","Schönaich","BW","DE",132
"4884","Schönau","BW","DE",6
"4885","Schönau","RP","DE",5
"4886","Schönau am Königssee","BY","DE",112
"4887","Schönau im Schwarzwald","BW","DE",58
"4888","Schönbach","SN","DE",15
"4889","Schönberg","BY","DE",4
"4890","Schönberg","MV","DE",12
"4891","Schönberg","SH","DE",5
"4892","Schönberg (Holstein)","SH","DE",37
"4893","Schönbrunn","TH","DE",29
"4894","Schondorf am Ammersee","BY","DE",11
"4895","Schondra","BY","DE",15
"4896","Schönebeck","ST","DE",272
"4897","Schönebeck (Elbe)","ST","DE",535
"4898","Schöneck","HE","DE",100
"4899","Schöneck","SN","DE",104
"4900","Schöneck/Vogtland","SN","DE",18
"4901","Schönefeld","BB","DE",420
"4902","Schöneiche","BB","DE",19
"4903","Schöneiche bei Berlin","BB","DE",2
"4904","Schönenberg-Kübelberg","RP","DE",15
"4905","Schönfeld","SN","DE",60
"4906","Schongau","BY","DE",490
"4907","Schönhagen","TH","DE",4
"4908","Schönhausen (Elbe)","ST","DE",24
"4909","Schönheide","SN","DE",56
"4910","Schöningen","NI","DE",77
"4911","Schönkirchen","SH","DE",67
"4912","Schönsee","BY","DE",12
"4913","Schöntal","BW","DE",7
"4914","Schonungen","BY","DE",64
"4915","Schönwald","BY","DE",1
"4916","Schönwalde","BB","DE",32
"4917","Schopfheim","BW","DE",418
"4918","Schopfloch","BW","DE",15
"4919","Schopfloch","BY","DE",35
"4920","Schöppenstedt","NI","DE",52
"4921","Schöppingen","NW","DE",37
"4922","Schorfheide","BB","DE",34
"4923","Schorndorf","BW","DE",819
"4924","Schorndorf","BY","DE",12
"4925","Schortens","NI","DE",451
"4926","Schotten","HE","DE",86
"4927","Schramberg","BW","DE",699
"4928","Schrecksbach","HE","DE",14
"4929","Schriesheim","BW","DE",87
"4930","Schrobenhausen","BY","DE",691
"4931","Schrozberg","BW","DE",72
"4932","Schuby","SH","DE",53
"4933","Schulenberg im Oberharz","NI","DE",15
"4934","Schülp bei Nortorf","SH","DE",2
"4935","Schulzendorf","BB","DE",61
"4936","Schuttertal","BW","DE",36
"4937","Schutterwald","BW","DE",109
"4938","Schüttorf","NI","DE",147
"4939","Schutz","RP","DE",13
"4940","Schützberg","ST","DE",2
"4941","Schwaan","MV","DE",107
"4942","Schwabach","BY","DE",757
"4943","Schwaben","SN","DE",58
"4944","Schwabenheim","RP","DE",8
"4945","Schwabenheim an der Selz","RP","DE",46
"4946","Schwabhausen","BY","DE",36
"4947","Schwabhausen","TH","DE",13
"4948","Schwabing","BY","DE",20
"4949","Schwäbisch Gmünd","BW","DE",1660
"4950","Schwäbisch Hall","BW","DE",1478
"4951","Schwabmünchen","BY","DE",362
"4952","Schwaig","BY","DE",122
"4953","Schwaig b.Nürnberg","BY","DE",23
"4954","Schwaigern","BW","DE",229
"4955","Schwaikheim","BW","DE",32
"4956","Schwalbach","SL","DE",143
"4957","Schwalbach am Taunus","HE","DE",289
"4958","Schwallungen","TH","DE",23
"4959","Schwalmstadt","HE","DE",119
"4960","Schwalmtal","HE","DE",8
"4961","Schwalmtal","NW","DE",145
"4962","Schwanau","BW","DE",171
"4963","Schwandorf in Bayern","BY","DE",925
"4964","Schwanewede","NI","DE",140
"4965","Schwanfeld","BY","DE",3
"4966","Schwangau","BY","DE",51
"4967","Schwanstetten","BY","DE",68
"4968","Schwarme","NI","DE",1
"4969","Schwarz","MV","DE",74
"4970","Schwarzach","BW","DE",94
"4971","Schwarzach am Main","BY","DE",14
"4972","Schwarzenbach an der Saale","BY","DE",47
"4973","Schwarzenbek","SH","DE",549
"4974","Schwarzenberg/Erzgeb.","SN","DE",330
"4975","Schwarzenborn","HE","DE",43
"4976","Schwarzenbruck","BY","DE",176
"4977","Schwarzenfeld","BY","DE",10
"4978","Schwarzhausen","TH","DE",12
"4979","Schwarzheide","BB","DE",442
"4980","Schwarzwald","TH","DE",11
"4981","Schwarzwald-Baar-Kreis","BW","DE",8
"4982","Schwebheim","BY","DE",23
"4983","Schwedelbach","RP","DE",2
"4984","Schwedeneck","SH","DE",32
"4985","Schwedt (Oder)","BB","DE",256
"4986","Schweiburg","NI","DE",12
"4987","Schweich","RP","DE",57
"4988","Schweinfurt","BY","DE",2612
"4989","Schweitenkirchen","BY","DE",75
"4990","Schwelm","NW","DE",608
"4991","Schwendi","BW","DE",41
"4992","Schwenningen","BW","DE",29
"4993","Schwenningen","BY","DE",2
"4994","Schwentinental","SH","DE",110
"4995","Schwepnitz","SN","DE",7
"4996","Schweppenhausen","RP","DE",1
"4997","Schwerin","BB","DE",1
"4998","Schwerin","MV","DE",3729
"4999","Schweringen","NI","DE",3
"5000","Schwerte","NW","DE",469
"5001","Schwesing","SH","DE",1
"5002","Schwetzingen","BW","DE",443
"5003","Schwieberdingen","BW","DE",939
"5004","Schwielowsee","BB","DE",25
"5005","Schwindegg","BY","DE",59
"5006","Schwülper","NI","DE",42
"5007","Schwürbitz","BY","DE",8
"5008","Seattle","WA","DE",1
"5009","Sebnitz","SN","DE",7
"5010","Seckach","BW","DE",30
"5011","Seckenheim","BW","DE",1
"5012","Seddin","BB","DE",6
"5013","Seddiner See","BB","DE",47
"5014","Seebach","TH","DE",147
"5015","Seebad Bansin","MV","DE",208
"5016","Seebruck","BY","DE",34
"5017","Seedorf","NI","DE",92
"5018","Seedorf","SH","DE",12
"5019","Seefeld","BY","DE",371
"5020","Seehausen","ST","DE",25
"5021","Seehausen am Staffelsee","BY","DE",30
"5022","Seeheilbad Graal-Müritz","MV","DE",103
"5023","Seeheim-Jugenheim","HE","DE",162
"5024","Seelbach","BW","DE",9
"5025","Seelow","BB","DE",66
"5026","Seelze","NI","DE",170
"5027","Seeon","BY","DE",16
"5028","Seesen","NI","DE",188
"5029","Seeshaupt","BY","DE",2
"5030","Seeth","SH","DE",40
"5031","Seevetal","NI","DE",381
"5032","Seewiesen","BY","DE",10
"5033","Sehestedt","SH","DE",4
"5034","Sehlde","NI","DE",1
"5035","Sehmatal","SN","DE",50
"5036","Sehnde","NI","DE",219
"5037","Seibersbach","RP","DE",18
"5038","Seiboldsdorf","BY","DE",6
"5039","Seiffen/Erzgebirge","SN","DE",24
"5040","Seifhennersdorf","SN","DE",75
"5041","Seinsfeld","RP","DE",7
"5042","Seitingen-Oberflacht","BW","DE",17
"5043","Selb","BY","DE",131
"5044","Selbitz","BY","DE",47
"5045","Selfkant","NW","DE",70
"5046","Seligenstadt","HE","DE",253
"5047","Sellin","MV","DE",38
"5048","Selm","NW","DE",145
"5049","Selmsdorf","MV","DE",10
"5050","Selters","HE","DE",55
"5051","Selters","RP","DE",44
"5052","Selters (Taunus)","HE","DE",21
"5053","Sembach","RP","DE",8
"5054","Senden","BY","DE",244
"5055","Senden","NW","DE",294
"5056","Sendenhorst","NW","DE",95
"5057","Senftenberg","BB","DE",221
"5058","Sengenthal","BY","DE",72
"5059","Sennfeld","BY","DE",59
"5060","Serba","TH","DE",30
"5061","Sereetz","SH","DE",17
"5062","Sersheim","BW","DE",59
"5063","Seßlach","BY","DE",83
"5064","Seubersdorf in der Oberpfalz","BY","DE",17
"5065","Seubtendorf","TH","DE",8
"5066","Seulingen","NI","DE",23
"5067","Sevelen","NW","DE",51
"5068","Sexau","BW","DE",15
"5069","Sibbesse","NI","DE",12
"5070","Sickte","NI","DE",16
"5071","Siedenburg","NI","DE",10
"5072","Siegburg","NW","DE",653
"5073","Siegelsbach","BW","DE",24
"5074","Siegen","NW","DE",2378
"5075","Siegenburg","BY","DE",85
"5076","Siegertsbrunn","BY","DE",1
"5077","Sieglar","NW","DE",1
"5078","Siegsdorf","BY","DE",59
"5079","Siek","SH","DE",124
"5080","Sierksdorf","SH","DE",160
"5081","Siershahn","RP","DE",159
"5082","Sigmaringen","BW","DE",480
"5083","Sigmaringendorf","BW","DE",17
"5084","Sigmarszell","BY","DE",17
"5085","Silberhütte","ST","DE",29
"5086","Silbitz","TH","DE",1
"5087","Simbach am Inn","BY","DE",25
"5088","Simmerath","NW","DE",134
"5089","Simmern","RP","DE",390
"5090","Simmersfeld","BW","DE",49
"5091","Simonswald","BW","DE",1
"5092","Sindelfingen","BW","DE",3221
"5093","Singen (Hohentwiel)","BW","DE",1072
"5094","Sinn","HE","DE",48
"5095","Sinntal","HE","DE",61
"5096","Sinsheim","BW","DE",817
"5097","Sinzheim","BW","DE",35
"5098","Sinzig","RP","DE",161
"5099","Sittensen","NI","DE",79
"5100","Sitzendorf","TH","DE",5
"5101","Soderstorf","NI","DE",7
"5102","Soest","NW","DE",1223
"5103","Sögel","NI","DE",147
"5104","Sohland","SN","DE",120
"5105","Sohland an der Spree","SN","DE",100
"5106","Söhlde","NI","DE",46
"5107","Sohren","RP","DE",1
"5108","Söhrewald","HE","DE",12
"5109","Solingen","NW","DE",3124
"5110","Solln","BY","DE",5
"5111","Solms","HE","DE",39
"5112","Soltau","NI","DE",966
"5113","Sömmerda","TH","DE",664
"5114","Sommerhausen","BY","DE",20
"5115","Sommersdorf","ST","DE",25
"5116","Sonderhofen","BY","DE",90
"5117","Sondershausen","TH","DE",114
"5118","Sondheim","BY","DE",32
"5119","Sonneberg","TH","DE",399
"5120","Sonneborn","TH","DE",1
"5121","Sonnefeld","BY","DE",70
"5122","Sonnenbühl","BW","DE",46
"5123","Sonsbeck","NW","DE",23
"5124","Sontheim","BY","DE",14
"5125","Sonthofen","BY","DE",283
"5126","Sontra","HE","DE",151
"5127","Sörgenloch","RP","DE",29
"5128","Sörup","SH","DE",183
"5129","Sottrum","NI","DE",7
"5130","Soyen","BY","DE",28
"5131","Spabrücken","RP","DE",5
"5132","Spaichingen","BW","DE",345
"5133","Spalt","BY","DE",29
"5134","Spangdahlem","RP","DE",44
"5135","Spangenberg","HE","DE",97
"5136","Spantekow","MV","DE",19
"5137","Sparneck","BY","DE",78
"5138","Spay","RP","DE",13
"5139","Spechbach","BW","DE",2
"5140","Speicher","RP","DE",7
"5141","Speichersdorf","BY","DE",4
"5142","Spelle","NI","DE",31
"5143","Spenge","NW","DE",100
"5144","Speyer","RP","DE",1417
"5145","Spiegelau","BY","DE",2
"5146","Spiekeroog","NI","DE",44
"5147","Spiesen-Elversberg","SL","DE",39
"5148","Spirkelbach","RP","DE",2
"5149","Spornitz","MV","DE",1
"5150","Spraitbach","BW","DE",20
"5151","Spreenhagen","BB","DE",17
"5152","Spreenhagen Spreenhagen","BB","DE",6
"5153","Spreetal","SN","DE",6
"5154","Spremberg","BB","DE",286
"5155","Sprendlingen","RP","DE",67
"5156","Springe","NI","DE",323
"5157","Sprockhövel","NW","DE",355
"5158","St. Pauli","HH","DE",25
"5159","Stade","NI","DE",1342
"5160","Stadecken-Elsheim","RP","DE",45
"5161","Stadland","NI","DE",13
"5162","Stadt","NI","DE",11
"5163","Stadt Wehlen","SN","DE",21
"5164","Stadtallendorf","HE","DE",384
"5165","Stadtbergen","BY","DE",194
"5166","Stadthagen","NI","DE",523
"5167","Stadtilm","TH","DE",1
"5168","Stadtlauringen","BY","DE",21
"5169","Stadtlengsfeld","TH","DE",34
"5170","Stadtlohn","NW","DE",173
"5171","Stadtoldendorf","NI","DE",18
"5172","Stadtroda","TH","DE",96
"5173","Stadtsteinach","BY","DE",16
"5174","Stahlhofen am Wiesensee","RP","DE",23
"5175","Stahnsdorf","BB","DE",339
"5176","Stammbach","BY","DE",2
"5177","Stammham","BY","DE",3
"5178","Stapelfeld","SH","DE",150
"5179","Starnberg","BY","DE",954
"5180","Starnberger See","BY","DE",28
"5181","Staßfurt","ST","DE",297
"5182","Staudt","RP","DE",87
"5183","Staufen","BW","DE",1
"5184","Staufen im Breisgau","BW","DE",13
"5185","Staufenberg","HE","DE",100
"5186","Staufenberg","NI","DE",126
"5187","Stavenhagen","MV","DE",102
"5188","Stedesdorf","NI","DE",29
"5189","Steffenberg","HE","DE",57
"5190","Stegaurach","BY","DE",71
"5191","Stein","BY","DE",3
"5192","Stein","SH","DE",169
"5193","Stein bei Nürnberg","BY","DE",59
"5194","Steinach","BY","DE",2
"5195","Steinach","TH","DE",69
"5196","Steinau an der Straße","HE","DE",182
"5197","Steinbach","BY","DE",23
"5198","Steinbach","HE","DE",10
"5199","Steinbach (Taunus)","HE","DE",42
"5200","Steinbach am Wald","BY","DE",38
"5201","Steinberg","BY","DE",16
"5202","Steinberg","SN","DE",98
"5203","Steinen","BW","DE",121
"5204","Steinenbronn","BW","DE",95
"5205","Steinfeld","RP","DE",6
"5206","Steinfeld (Oldenburg)","NI","DE",34
"5207","Steinfurt","NW","DE",335
"5208","Steingaden","BY","DE",17
"5209","Steinhagen","MV","DE",5
"5210","Steinhagen","NW","DE",257
"5211","Steinheim","NW","DE",128
"5212","Steinheim am Albuch","BW","DE",29
"5213","Steinheim an der Murr","BW","DE",31
"5214","Steinheuterode","TH","DE",4
"5215","Steinhöring","BY","DE",41
"5216","Steinhorst","NI","DE",26
"5217","Steinwiesen","BY","DE",7
"5218","Steißlingen","BW","DE",5
"5219","Stelle","NI","DE",161
"5220","Stellingen","HH","DE",186
"5221","Stellshagen","MV","DE",28
"5222","Stemwede","NW","DE",194
"5223","Stendal","ST","DE",590
"5224","Stephanskirchen","BY","DE",319
"5225","Sternberg","MV","DE",29
"5226","Sternenfels","BW","DE",43
"5227","Sterup","SH","DE",31
"5228","Stetten am kalten Markt","BW","DE",149
"5229","Stetten im Remstal","BW","DE",14
"5230","Steyerberg","NI","DE",21
"5231","Stiefenhofen","BY","DE",6
"5232","Stift","SH","DE",23
"5233","Stimpfach","BW","DE",22
"5234","Stipshausen","RP","DE",12
"5235","Stockach","BW","DE",226
"5236","Stockdorf","BY","DE",150
"5237","Stockelsdorf","SH","DE",77
"5238","Stöcken","SN","DE",8
"5239","Stockheim","BY","DE",119
"5240","Stockstadt am Main","BY","DE",206
"5241","Stockstadt am Rhein","HE","DE",33
"5242","Stödtlen","BW","DE",1
"5243","Stolberg","NW","DE",687
"5244","Stolberg (Harz)","ST","DE",3
"5245","Stollberg/Erzgebirge","SN","DE",415
"5246","Stolpe","MV","DE",25
"5247","Stolpen","SN","DE",50
"5248","Stolzenau","NI","DE",215
"5249","Storkow","BB","DE",5
"5250","Storkow (Mark)","BB","DE",86
"5251","Stötten","BY","DE",45
"5252","Stotternheim","TH","DE",3
"5253","Straelen","NW","DE",453
"5254","Stralendorf","MV","DE",6
"5255","Stralsund","MV","DE",1117
"5256","Strand","SN","DE",139
"5257","Straße","RP","DE",8
"5258","Strassen","MV","DE",3
"5259","Straßkirchen","BY","DE",56
"5260","Straubenhardt","BW","DE",52
"5261","Straubing","BY","DE",1705
"5262","Straufhain","TH","DE",8
"5263","Straupitz","BB","DE",32
"5264","Strausberg","BB","DE",613
"5265","Straußfurt","TH","DE",5
"5266","Strehla","SN","DE",9
"5267","Streithausen","RP","DE",18
"5268","Striegistal","SN","DE",1
"5269","Ströbeck","ST","DE",1
"5270","Stromberg","RP","DE",49
"5271","Strullendorf","BY","DE",230
"5272","Struvenhütten","SH","DE",18
"5273","Stühlingen","BW","DE",70
"5274","Stuhr","NI","DE",391
"5275","Stürzelbach","RP","DE",1
"5276","Stutensee","BW","DE",181
"5277","Stuttgart","BW","DE",38071
"5278","Stuttgart-Ost","BW","DE",21
"5279","Stuttgart Bad Cannstatt","BW","DE",120
"5280","Stuttgart Degerloch","BW","DE",5
"5281","Stuttgart Feuerbach","BW","DE",483
"5282","Stuttgart Freiberg","BW","DE",1
"5283","Stuttgart Hedelfingen","BW","DE",5
"5284","Stuttgart Möhringen","BW","DE",12
"5285","Stuttgart Mühlhausen","BW","DE",10
"5286","Stuttgart Obertürkheim","BW","DE",85
"5287","Stuttgart Weilimdorf","BW","DE",16
"5288","Stuttgart Zuffenhausen","BW","DE",195
"5289","Stützengrün","SN","DE",13
"5290","Südbrookmerland","NI","DE",15
"5291","Südbrookmerland Bedekaspel","NI","DE",29
"5292","Süden","SH","DE",61
"5293","Süderbrarup","SH","DE",9
"5294","Suderburg","NI","DE",24
"5295","Süderhastedt","SH","DE",10
"5296","Südlohn","NW","DE",27
"5297","Sugenheim","BY","DE",2
"5298","Suhl","TH","DE",1399
"5299","Suhlendorf","NI","DE",9
"5300","Sülfeld","SH","DE",47
"5301","Sulingen","NI","DE",120
"5302","Sulz am Neckar","BW","DE",94
"5303","Sulza","TH","DE",1
"5304","Sulzbach","HE","DE",149
"5305","Sulzbach","SL","DE",284
"5306","Sulzbach-Laufen","BW","DE",43
"5307","Sulzbach-Rosenberg","BY","DE",407
"5308","Sulzbach (Taunus)","HE","DE",96
"5309","Sulzbach am Main","BY","DE",39
"5310","Sulzbach an der Murr","BW","DE",38
"5311","Sulzbach/Saar","SL","DE",108
"5312","Sulzberg","BY","DE",53
"5313","Sulzburg","BW","DE",61
"5314","Sulzdorf an der Lederhecke","BY","DE",4
"5315","Sulzemoos","BY","DE",55
"5316","Sülzetal","ST","DE",205
"5317","Sulzfeld","BW","DE",7
"5318","Sulzfeld","BY","DE",18
"5319","Sulzheim","BY","DE",56
"5320","Sulzheim","RP","DE",21
"5321","Sundern","NW","DE",289
"5322","Sunthausen","BW","DE",25
"5323","Surwold","NI","DE",24
"5324","Süßen","BW","DE",59
"5325","Swisttal","NW","DE",155
"5326","Syke","NI","DE",297
"5327","Sylt","SH","DE",478
"5328","Sylt-Ost","SH","DE",18
"5329","Tabarz","TH","DE",36
"5330","Tacherting","BY","DE",56
"5331","Talheim","BW","DE",35
"5332","Talkau","SH","DE",3
"5333","Tambach-Dietharz","TH","DE",15
"5334","Tamm","BW","DE",181
"5335","Tangerhütte","ST","DE",19
"5336","Tangermünde","ST","DE",104
"5337","Tangstedt","SH","DE",17
"5338","Tann","BY","DE",25
"5339","Tann","HE","DE",36
"5340","Tanna","TH","DE",139
"5341","Tännesberg","BY","DE",9
"5342","Tannhausen","BW","DE",11
"5343","Tapfheim","BY","DE",1
"5344","Tappenbeck","NI","DE",25
"5345","Tarmstedt","NI","DE",66
"5346","Tarp","SH","DE",58
"5347","Tauberbischofsheim","BW","DE",238
"5348","Taucha","SN","DE",235
"5349","Tauche","BB","DE",31
"5350","Taufkirchen","BY","DE",721
"5351","Taufkirchen (Vils)","BY","DE",61
"5352","Taunusstein","HE","DE",425
"5353","Tecklenburg","NW","DE",63
"5354","Tegernheim","BY","DE",88
"5355","Tegernsee","BY","DE",46
"5356","Teisendorf","BY","DE",38
"5357","Teising","BY","DE",13
"5358","Teisnach","BY","DE",165
"5359","Telgte","NW","DE",360
"5360","Tellingstedt","SH","DE",2
"5361","Teltow","BB","DE",428
"5362","Telz","BB","DE",1
"5363","Temmels","RP","DE",2
"5364","Templin","BB","DE",175
"5365","Tengen","BW","DE",2
"5366","Teningen","BW","DE",62
"5367","Tennenbronn","BW","DE",17
"5368","Tennenlohe","BY","DE",3
"5369","Tespe","NI","DE",39
"5370","Tessin","MV","DE",2
"5371","Teterow","MV","DE",91
"5372","Tettau","BY","DE",55
"5373","Tettnang","BW","DE",692
"5374","Teublitz","BY","DE",139
"5375","Teunz","BY","DE",19
"5376","Teupitz","BB","DE",34
"5377","Teutschenthal","ST","DE",112
"5378","Thale","ST","DE",423
"5379","Thalfang","RP","DE",81
"5380","Thalheim","ST","DE",29
"5381","Thallwitz","SN","DE",1
"5382","Thalmässing","BY","DE",4
"5383","Thannhausen","BY","DE",53
"5384","Tharandt","SN","DE",5
"5385","Thedinghausen","NI","DE",33
"5386","Theeßen","ST","DE",23
"5387","Theilheim","BY","DE",1
"5388","Theisseil","BY","DE",10
"5389","Theley","SL","DE",18
"5390","Themar","TH","DE",27
"5391","Thermalbad Wiesenbad","SN","DE",72
"5392","Thiendorf","SN","DE",71
"5393","Thierhaupten","BY","DE",9
"5394","Thiersheim","BY","DE",76
"5395","Tholey","SL","DE",49
"5396","Thuine","NI","DE",5
"5397","Thum","SN","DE",40
"5398","Thüngen","BY","DE",37
"5399","Thüngersheim","BY","DE",37
"5400","Thür","RP","DE",13
"5401","Thüringenhausen","TH","DE",2
"5402","Thurmansbang","BY","DE",77
"5403","Thurnau","BY","DE",5
"5404","Thyrnau","BY","DE",48
"5405","Tiefenbach","BY","DE",40
"5406","Tiefenbronn","BW","DE",8
"5407","Timmaspe","SH","DE",23
"5408","Timmendorfer Strand","SH","DE",279
"5409","Tirschenreuth","BY","DE",45
"5410","Titisee","BW","DE",27
"5411","Titisee-Neustadt","BW","DE",234
"5412","Tittling","BY","DE",138
"5413","Tittmoning","BY","DE",258
"5414","Titz","NW","DE",7
"5415","Toba","TH","DE",2
"5416","Toddin","MV","DE",2
"5417","Todendorf","SH","DE",10
"5418","Todesfelde","SH","DE",2
"5419","Todtenweis","BY","DE",9
"5420","Todtnau","BW","DE",36
"5421","Töging","BY","DE",2
"5422","Töging am Inn","BY","DE",102
"5423","Tönisvorst","NW","DE",273
"5424","Tonna","TH","DE",5
"5425","Tönning","SH","DE",68
"5426","Töpen","BY","DE",113
"5427","Torfhaus","SN","DE",17
"5428","Torgau","SN","DE",263
"5429","Torgelow","MV","DE",120
"5430","Tornesch","SH","DE",204
"5431","Tossens","NI","DE",1
"5432","Tostedt","NI","DE",24
"5433","Traben-Trarbach","RP","DE",70
"5434","Trabitz","BY","DE",11
"5435","Trailsdorf","BY","DE",41
"5436","Traitsching","BY","DE",25
"5437","Trappenkamp","SH","DE",3
"5438","Trassenheide","MV","DE",91
"5439","Traubing","BY","DE",8
"5440","Traunreut","BY","DE",600
"5441","Traunstein","BY","DE",447
"5442","Trausnitz","BY","DE",1
"5443","Travemünde","SH","DE",80
"5444","Travenbrück","SH","DE",25
"5445","Trebbin","BB","DE",50
"5446","Trebsen","SN","DE",57
"5447","Trebsen/Mulde","SN","DE",44
"5448","Trebur","HE","DE",86
"5449","Treffurt","TH","DE",74
"5450","Treia","SH","DE",62
"5451","Trenthorst","SH","DE",14
"5452","Treuchtlingen","BY","DE",308
"5453","Treuen","SN","DE",220
"5454","Treuenbrietzen","BB","DE",68
"5455","Triberg","BW","DE",7
"5456","Tribsees","MV","DE",8
"5457","Trieb","SN","DE",25
"5458","Triebes","TH","DE",4
"5459","Triefenstein","BY","DE",27
"5460","Trier","RP","DE",3094
"5461","Trierweiler","RP","DE",92
"5462","Triftern","BY","DE",7
"5463","Trippstadt","RP","DE",12
"5464","Trips","MV","DE",5
"5465","Triptis","TH","DE",196
"5466","Trittau","SH","DE",278
"5467","Tröbitz","BB","DE",10
"5468","Trochtelfingen","BW","DE",39
"5469","Troisdorf","NW","DE",2086
"5470","Trollenhagen","MV","DE",81
"5471","Trossingen","BW","DE",205
"5472","Tröstau","BY","DE",1
"5473","Trostberg an der Alz","BY","DE",116
"5474","Trusetal","TH","DE",31
"5475","Tübingen","BW","DE",2291
"5476","Tucheim","ST","DE",3
"5477","Tuningen","BW","DE",56
"5478","Tuntenhausen","BY","DE",19
"5479","Türkenfeld","BY","DE",3
"5480","Türkheim","BY","DE",145
"5481","Tussenhausen","BY","DE",503
"5482","Tüßling","BY","DE",10
"5483","Tüttleben","TH","DE",62
"5484","Tuttlingen","BW","DE",1519
"5485","Tutzing","BY","DE",113
"5486","Twist","NI","DE",49
"5487","Twistetal","HE","DE",2
"5488","Twistringen","NI","DE",58
"5489","Übach-Palenberg","NW","DE",467
"5490","Überherrn","SL","DE",270
"5491","Überlingen","BW","DE",281
"5492","Übersee","BY","DE",26
"5493","Ubstadt-Weiher","BW","DE",98
"5494","Uchte","NI","DE",1
"5495","Uckerland","BB","DE",38
"5496","Ueckermünde","MV","DE",39
"5497","Uedem","NW","DE",96
"5498","Uehlfeld","BY","DE",5
"5499","Uelsen","NI","DE",7
"5500","Uelzen","NI","DE",800
"5501","Uerdingen","NW","DE",31
"5502","Uetersen","SH","DE",144
"5503","Uettingen","BY","DE",16
"5504","Uetze","NI","DE",154
"5505","Uffenheim","BY","DE",213
"5506","Uhingen","BW","DE",151
"5507","Uhldingen-Mühlhofen","BW","DE",90
"5508","Uhlenhorst","HH","DE",9
"5509","Ühlingen-Birkendorf","BW","DE",9
"5510","Uhlstädt-Kirchhasel","TH","DE",111
"5511","Ulm","BW","DE",7746
"5512","Ulm Jungingen","BW","DE",62
"5513","Ülpenich","NW","DE",15
"5514","Ulzburg","SH","DE",1
"5515","Umkirch","BW","DE",265
"5516","Ummendorf","BW","DE",9
"5517","Ummerstadt","TH","DE",49
"5518","Undeloh","NI","DE",20
"5519","Universität","BW","DE",2
"5520","Unkel","RP","DE",77
"5521","Unna","NW","DE",1356
"5522","Unnau","RP","DE",2
"5523","Unseburg","ST","DE",7
"5524","Unstrut Hainich Kreis","TH","DE",3
"5525","Unstruttal","TH","DE",61
"5526","Unterahrain","BY","DE",37
"5527","Unterbreizbach","TH","DE",38
"5528","Unterdietfurt","BY","DE",5
"5529","Untereisesheim","BW","DE",4
"5530","Unterelchingen","BW","DE",47
"5531","Unterensingen","BW","DE",55
"5532","Unterföhring","BY","DE",749
"5533","Unterfranken","BY","DE",135
"5534","Untergriesbach","BY","DE",17
"5535","Untergruppenbach","BW","DE",163
"5536","Unterhaching","BY","DE",324
"5537","Unterkatz","TH","DE",1
"5538","Unterkirnach","BW","DE",24
"5539","Unterlaindern","BY","DE",2
"5540","Unterlangenstadt","BY","DE",14
"5541","Unterleinleiter","BY","DE",6
"5542","Unterlüß","NI","DE",20
