city,n()
Island Lake,89
Klingenberg,89
Kölpinsee,89
Lake Hopatcong,89
Limon,89
Lommatzsch,89
Luck,89
Marlow Heights,89
Matane,89
McCandless Township,89
Meeder,89
Montandon,89
Mücke,89
Newfoundland,89
North Haverhill,89
Ostseebad Baabe,89
Perleberg,89
Port Salerno,89
Rainsville,89
Rankin Inlet,89
Sackville,89
Salzgitter-Bad,89
Selection,89
Shasta Lake,89
Sioux,89
Stockertown,89
Sundridge,89
Township of Piscataway,89
Township of Wayne,89
Untersiemau,89
Wadersloh,89
Wartburg,89
Washington Depot,89
Wilkes-Barre Township,89
Zaisenhausen,89
Asbach,88
Ashville,88
Bad Birnbach,88
Bauxite,88
Bellbrook,88
Bidwell,88
Big Creek,88
Binzen,88
Brimley,88
Büsum,88
Dartmouth Crossing,88
Delaplane,88
Dußlingen,88
East Islip,88
Eggolsheim,88
Fort St James,88
Grafhorst,88
Green Springs,88
Großheirath,88
Hansen,88
Hayti,88
Hildebran,88
Humacao,88
Ladbergen,88
Loogootee,88
Mazomanie,88
Mercersburg,88
Milbank Subdivision,88
Montross,88
Nauheim,88
Normandy Park,88
Oak Island,88
Ossipee,88
Ottsville,88
Pine Mountain,88
Pinedale,88
Plön,88
Sagamore Beach,88
Setauket,88
Simms,88
Tegernheim,88
Township of Acme,88
Uslar,88
Winneconne,88
Wyandanch,88
Alfdorf,87
Aschau im Chiemgau,87
Bandera,87
Berkhof,87
Bonsall,87
Bradley Beach,87
Brookeville,87
Brooklyn Hts,87
Bützow,87
Carolina Beach,87
Cimarron,87
Clint,87
Columbus Junction,87
Coronach,87
Eglin Village,87
Elkhart Lake,87
Eltmann,87
F E Warren AFB,87
Freeville,87
Fronhausen,87
Galesville,87
Green Lane,87
Haßmersheim,87
Hochdorf,87
Hurley,87
Kewanee,87
Kilworthy,87
Königsborn,87
Landkreis Karlsruhe,87
Langelsheim,87
Lanoka Harbor,87
Lower West Pubnico,87
Mattapoisett,87
new york,87
Nordwalde,87
North Barrington,87
Pascoag,87
Peridot,87
Pfafftown,87
Plympton,87
Poynette,87
Raisdorf,87
Red Creek,87
Reddick,87
Riederich,87
Roetgen,87
Saint-Tite,87
Sainte Catherine de la Jacques Cartier,87
San Augustine,87
Schriesheim,87
Schuyler,87
Skaneateles Falls,87
Staudt,87
Tujunga,87
Turner,87
Whiteford,87
Atholville,86
Bad Schmiedeberg,86
Baudette,86
Bischofsheim an der Rhön,86
Blaubeuren,86
Bondorf,86
Bozrah,86
Cedar Hills,86
Cedar Lake,86
Champlain,86
Charlesbourg,86
Co Spgs,86
Curwensville,86
Deepwater,86
Dorset,86
Evadale,86
Falling Waters,86
Flughafen Berlin-Schönefeld,86
Fort Qu'Appelle,86
Frielendorf,86
Fürstenzell,86
Gieboldehausen,86
Glienicke/Nordbahn,86
Green Brook,86
Grosse Pointe Farms,86
Hessisch Oldendorf,86
Kraichtal,86
LaBelle,86
Midfield,86
Möhnesee,86
Mont-Joli,86
Mont-Laurier,86
Neudietendorf,86
Newfane,86
O'Neill,86
Oberneuland,86
Oreland,86
Paul Smiths,86
Punxsutawney,86
Rolling Hills,86
Roosevelt Island,86
Schotten,86
Scotland,86
Sneedville,86
Stokesdale,86
Storkow (Mark),86
Thessalon,86
Thomas,86
Traytown,86
Trebur,86
Vanceboro,86
Veitsbronn,86
Ville-Marie,86
Waleska,86
Washington Township,86
Wittenburg,86
Ahrenshöft,85
Allensbach,85
Amorbach,85
Arapahoe,85
Barchfeld,85
Belews Creek,85
Blairs,85
Braunlage,85
Breuberg,85
Burgwald,85
Carnation,85
Chemainus,85
Deidesheim,85
Dillwyn,85
Dilworth,85
Ecru,85
Efringen,85
Eutaw,85
Fair Haven,85
Fuldatal,85
Glyndon,85
Grabenstätt,85
Grand Saline,85
Greenacres City,85
Großenlüder,85
Houlton,85
Kirchhain,85
Kißlegg,85
Lester,85
Maize,85
Marseilles,85
North Venice,85
Okemah,85
Pacific Junction,85
Pembroke Park,85
Petrolia,85
Rathdrum,85
Siegenburg,85
Stuttgart Obertürkheim,85
Sunset,85
Town of Erwin,85
Township of Burlington,85
Vineyard Haven,85
Weatogue,85
Wörrstadt,85
Amenia,84
Ault,84
Bad Steben,84
Balcarres,84
Bogenhausen,84
Bowman,84
Campbellville,84
Chickamauga,84
Childress,84
Chinook,84
Church Point,84
Danielsville,84
Del City,84
Dießen am Ammersee,84
Dominguez,84
Dörzbach,84
Ebersdorf,84
Elberfeld,84
Eliot,84
Fonthill,84
Fort Steele,84
Franconia,84
Garyville,84
Gattendorf,84
Glen Dale,84
Hartney,84
Heddesheim,84
Joint Base Charleston,84
Kahla,84
Könnern,84
Lake Butler,84
Laurier-station,84
Lawrence Park,84
Ledgewood,84
Mahone Bay,84
Manchaca,84
Manson,84
McMasterville,84
Mediapolis,84
Monessen,84
Naicam,84
Needville,84
New Waterford,84
Peers,84
Pink Hill,84
Plattenburg,84
Poultney,84
Ritterhude,84
Roßleben,84
Royal Palms,84
Schaafheim,84
Sheffield Lake,84
Sigourney,84
Snowshoe,84
Summerstown,84
Tanner,84
Tiburon,84
Township of Delran,84
Trafalgar,84
Vandergrift,84
Waldmünchen,84
Wedowee,84
Wellendingen,84
West Harrison,84
Westerkappeln,84
Wrightstown,84
Amity,83
Bad Schwartau,83
Blankenhain,83
Brackenridge,83
Braidwood,83
Cobden,83
Cut Bank,83
Damp,83
Dieskau,83
East Ellijay,83
El Dorado Springs,83
Elsdorf,83
Empire,83
Falkville,83
Feldberger Seenlandschaft,83
Fenwick Island,83
Fruitport,83
Gnarrenburg,83
Goldendale,83
Greußenheim,83
Guilderland Center,83
Inez,83
Jekyll Island,83
Juliette,83
Kell am See,83
Kent City,83
Long Neck,83
Marlette,83
Md City,83
North Slope,83
Northwoods,83
Otterfing,83
Poplarville,83
Represa,83
Sandy Hook,83
Schuler,83
Seßlach,83
Shediac Cape,83
Sisseton,83
South Huntington,83
Strathcona County,83
Sultan,83
Thorp,83
Waukon,83
West Simsbury,83
Wöllstein,83
Zehdenick,83
Arverne,82
Bellheim,82
Berlin-Wilmersdorf,82
Cazenovia,82
East Dublin,82
Erzgebirge,82
Eschenlohe,82
House,82
Kalbe (Milde),82
Kaufungen,82
Knightstown,82
Kodak,82
Lake Wylie,82
Linton,82
Mentor-on-the-Lake,82
Offenbach an der Queich,82
Onarga,82
Osborn,82
Otterberg,82
Parchman,82
Remptendorf,82
Rheinland,82
Scale,82
Schemmerhofen,82
Swissvale,82
Tivoli,82
Tompkinsville,82
Tonganoxie,82
Toomsboro,82
Upper Saranac Lake,82
Walcott,82
Wall Street,82
Walloon Lake,82
Wamsutter,82
Weißensberg,82
Wembach,82
Wingdale,82
Althengstett,81
Ava,81
Bingen,81
Bowdoinham,81
Cap-de-la-Madeleine,81
Cape Breton,81
Checotah,81
Denver City,81
Digby,81
Earlville,81
Eastaboga,81
Echo,81
Gäufelden,81
Hallerndorf,81
Ichtershausen,81
Karlsdorf-Neuthard,81
Königshain-Wiederau,81
Laboe,81
Lemont Furnace,81
Lindlar,81
Lovingston,81
MCAS Beaufort,81
Mering,81
Monmouth Beach,81
Morning View,81
Müritz,81
Neu-Anspach,81
Newry,81
Nörten-Hardenberg,81
North Apollo,81
North Ogden,81
North Pole,81
Plumsteadville,81
Red Dog Mine,81
Reit im Winkl,81
Richelieu,81
Saint-nicolas,81
San Ardo,81
Sandestin,81
Santa Nella,81
Schlangenbad,81
Skytop,81
Sophia,81
South Ogden,81
State University,81
Suquamish,81
Thalfang,81
Township of Mount Olive,81
Trollenhagen,81
Upper Gwynedd,81
Waldmössingen,81
Walnut Park,81
Wardenburg,81
Waves,81
Wiebelsheim,81
Wimauma,81
Zella-Mehlis,81
Adelsheim,80
Ahorn,80
Amma,80
Arcade,80
Avonmore,80
Bagley,80
Bissendorf,80
Blankenrath,80
Blaufelden,80
Buna,80
Burns,80
Cassopolis,80
Chapin,80
Duryea,80
Edmore,80
Ellerbek,80
Ferdinand,80
Foothill,80
Freeburg,80
Hoquiam,80
Kearns,80
Labadie,80
Lauingen (Donau),80
Lorup,80
Markt Einersheim,80
Mingo Junction,80
Montverde,80
Neuenkirchen-Vörden,80
North Highlands,80
O'Leary,80
Ottweiler,80
Percival,80
Piding,80
Rettenbach,80
Richfield Springs,80
Rosseau,80
Staatsburg,80
Travemünde,80
Two Harbors,80
Verbena,80
Visselhövede,80
West Milwaukee,80
Winchendon,80
Winhöring,80
Winterset,80
Wittichenau,80
Ziesar,80
Altendorf,79
Altentreptow,79
Axtell,79
Bad Grund (Harz),79
Baesweiler,79
Beasley,79
Bestensee,79
Blakeslee,79
Blankenheim,79
Bodenfelde,79
Bourgeoys,79
Breezewood,79
Burg auf Fehmarn,79
City of Saint Cloud,79
Coke,79
Coldbrook,79
Dededo,79
Dreilinden,79
Edna,79
Emmitsburg,79
Fairport Harbor,79
Falls,79
Farnham,79
Fort Story,79
Garibaldi,79
Grand Rivers,79
Herrsching am Ammersee,79
Hohenwestedt,79
Homberg,79
Ingram,79
Kanab,79
Lampe,79
Mamming,79
McConnellsburg,79
McKean,79
Milliken,79
Milton-Freewater,79
Moosup,79
Mount Union,79
Mount Zion,79
Musquodoboit Harbour,79
Nestor Falls,79
Niefern,79
Osterfeld,79
Peiting,79
Pennsboro,79
Plein,79
Portola,79
Rees,79
Riedlingen,79
Saint Augustine Beach,79
Saint-Damase,79
Saint-donat,79
Sankt Georgen im Schwarzwald,79
Sittensen,79
Sturgeon Falls,79
Suring,79
Thompson Falls,79
Villeroy,79
Weener,79
West Sand Lake,79
Wheatfield,79
Woodacre,79
Yorkshire,79
Albia,78
Anamosa,78
Arnstorf,78
Aulander,78
Bad Feilnbach,78
Beech Island,78
Blanco,78
Bluemont,78
Brooklawn,78
Chesapeake Beach,78
Colditz,78
Cripple Creek,78
East Burke,78
Fahrdorf,78
Fox Creek,78
Galena Park,78
Glenlake,78
Glennville,78
Grainau,78
Hā‘ena,78
Haslett,78
Hatillo,78
Jarmen,78
Kaaawa,78
Ketzin,78
Kimberley,78
Langdon,78
Lauterbach,78
Lennoxville,78
Magnetawan,78
Marine City,78
N Kingstown,78
Napavine,78
Neukirchen,78
Neunkirchen am Brand,78
North Muskegon,78
Orbisonia,78
Port Hardy,78
Ray Brook,78
Roxton Falls,78
Saint-paulin,78
Saint-raymond,78
Sainte-Anne-de-Bellevue,78
Sparneck,78
Sunray,78
Township of Plains,78
Tumon,78
Tupper Lake,78
University Hts,78
Wachsenburg,78
Wittenborn,78
Wolfhagen,78
Wynantskill,78
Avila Beach,77
Bad Salzdetfurth,77
Border Hill,77
Bridgman,77
Casselman,77
Chalmers,77
Cridersville,77
Deux-Montagnes,77
Devon-Berwyn,77
Elida,77
Erolzheim,77
Fall River Mills,77
Flechtingen,77
Fosston,77
Fryeburg,77
Grand View,77
Griswold,77
Hazel Dell,77
Hearst,77
Hellenthal,77
Iowa Park,77
Kasson,77
Lautertal,77
Lichtenstein/Sachsen,77
Lindenberg,77
Locust,77
Long Beach Island,77
Maple Glen,77
Margate City,77
Midway Park,77
Minonk,77
Morsbach,77
Münnerstadt,77
Oberschönegg,77
Ottendorf,77
Otzing,77
Pfeffenhausen,77
Pingree,77
Poppendorf,77
Port Credit,77
Postville,77
Quintana,77
Red Rock,77
Saint-Mathieu-de-Beloeil,77
Schöningen,77
Silver Lake,77
South Mountain,77
Stockelsdorf,77
Sulzheim,77
Thurmansbang,77
Unkel,77
Vansant,77
Woodsville,77
Yarmouth Port,77
Albbruck,76
Anna Maria Island,76
Auxvasse,76
Bad Bergzabern,76
Birken-Honigsessen,76
Bladenboro,76
Borden,76
Bothwell,76
Boyne Falls,76
Cable,76
Chichester,76
Christmas,76
Davidsonville,76
Davis-Monthan AFB,76
Garstedt,76
Gau-Bickelheim,76
Gilman,76
Golf,76
Gothenburg,76
Grassau,76
Haworth,76
Hilton,76
Höchberg,76
Horseshoe Bend,76
Huddleston,76
Kirchlinteln,76
Koppel,76
Kouts,76
McLeansboro,76
Monteagle,76
Moriches,76
Newton Highlands,76
Niemegk,76
Nolensville,76
Nordrach,76
North Baltimore,76
Nörvenich,76
Nunavik,76
Ötisheim,76
Pigeon Falls,76
Pike,76
Pintendre,76
Premier,76
Raiford,76
Rock Spring,76
Ronan,76
Rosendale,76
Röthenbach,76
Sainte-Mélanie,76
Sanderson,76
Schnelldorf,76
Shippagan,76
Shirlington,76
Sumrall,76
Surfside,76
Swan River,76
Thiersheim,76
Tuskegee,76
Walzbachtal,76
Warr Acres,76
Witzenhausen,76
Yaphank,76
Zellingen,76
Allegheny Center,75
Ammerbuch,75
Ammerndorf,75
Belm,75
Beverungen,75
Bunkie,75
Burney,75
Burnt Hills,75
Calau,75
Calimesa,75
Carstairs,75
Chase City,75
Depoe Bay,75
Ellenberg,75
Empfingen,75
Fortville,75
Frankenberg / Sa.,75
Gerty,75
Greentree,75
Greenwell Springs,75
Hadamar,75
Isselburg,75
Ken Caryl,75
Kershaw,75
Kings,75
Klingenthal,75
Ludwigshafen,75
Mount Horeb,75
Mulda,75
Norris,75
Northstar,75
Orofino,75
Pierre Part,75
Pulsnitz,75
Rheinsberg,75
Roeland Park,75
Schweitenkirchen,75
Seifhennersdorf,75
Sheffield Village,75
Spiritwood,75
Spring Mills,75
Waterville Valley,75
Air Force Academy,74
Bad Cannstatt,74
Bells Corners,74
Bernardston,74
Bernau a.Chiemsee,74
Boutte,74
Bronson,74
Charenton,74
Charter Township of Waterford,74
Chinatown,74
Colden,74
Corfu,74
Diboll,74
Eggstätt,74
Fords,74
Fretterode,74
Friedeburg,74
Gefrees,74
Gladys,74
Haina (Kloster),74
Hall,74
Hemlock,74
Herington,74
Hillerse,74
Homerville,74
Houghton Lake,74
Lake Underhill,74
Lastrup,74
Les Mechins,74
Lütjenburg,74
Malakoff,74
Mentone,74
Metzingen Kreis Reutlingen,74
Mill City,74
Montauk,74
Mount Sinai,74
Muscogee,74
Nassawadox,74
New Ellenton,74
New Palestine,74
Nieder-Olm,74
Nobitz,74
Pavilion,74
Pawnee,74
Port-Cartier,74
Prince Edward,74
Rossau,74
Rydal,74
Schirgiswalde,74
Schwarz,74
Slocomb,74
Spotswood,74
Treffurt,74
Verdi,74
Voorheesville,74
W Coxsackie,74
Walkerville,74
Whitefield,74
Worth,74
Allgäu,73
Arnett,73
Bad Emstal,73
Barclay,73
Beauceville,73
Bedburg-Hau,73
Big Beaver,73
Bomlitz,73
Brannenburg,73
Creswell,73
Energy,73
Erlensee,73
Erndtebrück,73
Geiselhöring,73
Greater Landover,73
Großenaspe,73
Hagen im Bremischen,73
Henryetta,73
Highland Falls,73
Howard Lake,73
Inlet Beach,73
Inver Grove,73
Iota,73
Killona,73
Lebec,73
Leming,73
Madrid,73
Masset,73
McKinleyville,73
Middleport,73
Millstadt,73
Mineral,73
Nas North Island,73
New Dundee,73
Oberhaid,73
Orsingen-Nenzingen,73
Pedro,73
Rechenberg-Bienenmühle,73
Rimersburg,73
Saint-bernard,73
Satanta,73
Schlüsselfeld,73
Semora,73
Setauket-East Setauket,73
Seven Valleys,73
Sharon Center,73
Stone Harbor,73
Stony Creek,73
Strausstown,73
Tea,73
Vars,73
Veedersburg,73
Volkach,73
Wathena,73
Whitakers,73
Winona Lake,73
Wolfstein,73
Bad Colberg-Heldburg,72
Bad Krozingen,72
Beierfeld,72
Big Stone City,72
Bloomsdale,72
Blountstown,72
Brotterode,72
Buckner,72
Cambridge City,72
Central Square,72
Cos Cob,72
Dillard,72
East Bernard,72
East Bethel,72
Englehart,72
Erfde,72
Eslohe,72
Freemansburg,72
Groß Kreutz (Havel),72
Groveton,72
Hambrücken,72
Hardin,72
Harpersville,72
Haw River,72
Hemmoor,72
Herbertingen,72
Higganum,72
Hilbert,72
Hohenhausen,72
Houston Heights,72
Klein,72
Köln-Mülheim,72
La Tuque,72
Lauta,72
Liberty Center,72
Malchin,72
Old Ocean,72
Reichelsheim,72
San Quentin,72
Santa Ynez,72
Saugatuck,72
Schrozberg,72
Scripps Ranch,72
Sengenthal,72
Singer Island,72
South Setauket,72
Southhampton,72
Sparkill,72
Stamping Ground,72
Thermalbad Wiesenbad,72
Township of Gloucester,72
Twin Peaks,72
Tylersport,72
Ucluelet,72
West Lake Hills,72
Windhof,72
Wynyard,72
Zuzenhausen,72
Alderson,71
Arkdale,71
Berrien Center,71
Blooming Prairie,71
Blue Diamond,71
Bobenheim-Roxheim,71
Boscobel,71
Burgheim,71
Calcutta,71
Cataumet,71
Cheyney,71
City of Saint Peters,71
Dagsboro,71
East Rockaway,71
East Taunton,71
Fernandina,71
Großmehring,71
Großrosseln,71
Grünbach,71
Hardy,71
Heilsbronn,71
Heimsheim,71
Hilzingen,71
Hofkirchen,71
House Springs,71
Jeanerette,71
Kamp-Bornhofen,71
Kingfisher,71
Kroppenstedt,71
Laterriere,71
Laurium,71
Lone Star,71
Ludowici,71
Manitou Springs,71
Merritt Is,71
Metter,71
Meura,71
Mount Gretna,71
Mylau,71
Pegnitz,71
Pocking,71
Prairie,71
Prichsenstadt,71
Prudenville,71
Ridley,71
Saint-Thomas,71
Seven Hills,71
Soda Springs,71
South Richmond Hill,71
Stegaurach,71
Steinach,71
Thiendorf,71
Town of Evans,71
Township of Miami,71
Ward Hill,71
Weiler-Simmerberg,71
Willard Park,71
Wört,71
Berlin-Mariendorf,70
Boca Grande,70
Bönningstedt,70
Bulls Gap,70
Camp Artaban,70
Candia,70
Charlemagne,70
Clatskanie,70
Dassow,70
De Witt,70
Earlimart,70
Eberstadt,70
Elbow Lake,70
Enderby,70
Essenheim,70
Everetts,70
Florin,70
Greenford,70
Harrowby,70
Hoffman,70
Hoheneggelsen,70
Hohenkirchen,70
Keesler AFB,70
Küllstedt,70
Manatee,70
Marceline,70
Mattydale,70
Meadowview,70
Mörlenbach,70
Moundridge,70
Nechako,70
Netcong,70
Neusalza-Spremberg,70
Neustadt-Glewe,70
North Falmouth,70
Okanagan Falls,70
Ötigheim,70
Philippsthal,70
Pilsting,70
Pocola,70
Royalton,70
Rush City,70
Sardis,70
Selfkant,70
Sinai,70
Sonnefeld,70
Stühlingen,70
Thedford,70
Township of Old Bridge,70
Traben-Trarbach,70
Waupoos,70
West Hatfield,70
Wyk auf Föhr,70
Zapata,70
Addis,69
Airmont,69
Apple Creek,69
Baker Lake,69
Balderschwang,69
Barrhaven,69
Beggs,69
Campo,69
Citrus Hts,69
Diespeck,69
Dogern,69
Gengenbach,69
Gerolstein,69
Gibsonton,69
Grantville,69
Grottoes,69
Harsefeld,69
Havelberg,69
Heiligenroth,69
Hennessey,69
Holzgünz,69
Hüfingen,69
Hughesville,69
Kings Beach,69
Kirkville,69
Krostitz,69
Langweid am Lech,69
Leo,69
Leonard,69
Mallersdorf-Pfaffenberg,69
McIntyre,69
Menands,69
Merlin,69
Montezuma,69
Nanjemoy,69
Neubeuern,69
Neuenhaus,69
Nutter Fort,69
Orrington,69
Ostseebad Prerow,69
Pierce,69
Poquoson,69
Pößneck,69
Prospect Park,69
Ramseur,69
Reinfeld,69
S Portland,69
Saaldorf-Surheim,69
Saint Pauls,69
Saint-Valérien-de-Milton,69
Salt Spring Island,69
Salzgitter Thiede,69
Schalksmühle,69
Stallings,69
Struthers,69
Truth or Consequences,69
Tuckahoe,69
Wehrheim,69
Alda,68
Aldersyde,68
Auenwald,68
Belle Mead,68
Bernsdorf,68
Bureau,68
Burns Harbor,68
Cane Ridge,68
Capron,68
China Spring,68
Claresholm,68
Coushatta,68
Discovery Bay,68
Drachselsried,68
Drayton,68
Dunellen,68
East Compton,68
Fockbek,68
Garfield Park,68
Genesee,68
Gilbertown,68
Gore Bay,68
Gravenbruch,68
Haiterbach,68
Hasbergen,68
Heufeld,68
Indian Shores,68
Lead Hill,68
Lonetree,68
Lotus,68
Luthersville,68
Makawao,68
McArthur,68
Meuselwitz,68
Mutterstadt,68
Neuherberg,68
New Johnsonville,68
New Lisbon,68
Port Murray,68
Rehburg-Loccum,68
Rhede,68
Rheinmünster,68
Roopville,68
Saint Bernard,68
San Miguel,68
Schluchsee,68
Schwanstetten,68
Sherburne,68
Snowflake,68
South Park Township,68
Stephenson,68
Sunset Park,68
Thompsons Station,68
Tönning,68
Township of Millstone,68
Treuenbrietzen,68
Waldheim,68
Waldo,68
Walhalla,68
West Virginia Central Junction,68
Whites Creek,68
Windischleuba,68
Alsbach-Hähnlein,67
Annaburg,67
Beauce,67
Boltenhagen,67
Castle Hayne,67
Concordville,67
Dane,67
Davisburg,67
E Sandwich,67
Eagle Point,67
East Pasadena,67
Elk Rapids,67
Ferguson,67
Fort Recovery,67
Hasbrouck Hts,67
Hayesville,67
Heubach,67
Hill City,67
Holmes,67
Höltinghausen,67
Hunker,67
Jaderberg,67
Jahnsdorf,67
JBER,67
Kahuku,67
Kimball Junction,67
Little Hocking,67
Lothian,67
Malahat,67
Mudau,67
North Sydney,67
Okanogan,67
Pawhuska,67
Pegram,67
Pequannock,67
Polo,67
Portersville,67
S Attleboro,67
Schönkirchen,67
Semmes,67
Sharpsville,67
South Hampton,67
Sprendlingen,67
Spring Hope,67
Staff,67
Stavely,67
Steelville,67
Sublimity,67
Vanier,67
Vass,67
W Saint Paul,67
Weddington,67
Weeks Island,67
Wenham,67
West Middlesex,67
West View,67
Willowick,67
Wishek,67
Auma,66
Barretts,66
Bermatingen,66
Brightwaters,66
Cambridge Bay,66
Dahlewitz,66
Diensdorf-Radlow,66
Dierks,66
Emerado,66
Flandreau,66
Frickingen,66
Geneva-on-the-Lake,66
Glen Arbor,66
Green Island,66
Gröpelingen,66
Hankensbüttel,66
Hartenstein,66
Heimertingen,66
Herrstein,66
Highmore,66
Homestead AFB,66
Isle of Wight,66
Jemison,66
Kochel am See,66
Konnersreuth,66
Körle,66
Langeoog,66
Mahtomedi,66
Mc Farland,66
Millen,66
Muskegon Heights,66
Nordbayern,66
Oberstenfeld,66
Ord,66
Oxbow,66
Pacific Beach,66
Pawcatuck,66
Peach Springs,66
Pierz,66
Port Isabel,66
Ray,66
Richeyville,66
Riegelsberg,66
Salemburg,66
San Saba,66
Sankt Egidien,66
Seelow,66
Shady Dale,66
South Lebanon,66
Stansbury park,66
Summer,66
Tarmstedt,66
Vacha,66
Valdez,66
Virgil,66
Waldböckelheim,66
Aberfoyle,65
Aichhalden,65
Allenton,65
Andersen Air Force Base,65
Arkport,65
Arnsdorf,65
Baruth/Mark,65
Belmond,65
Berglern,65
Big Sandy,65
Blairstown,65
Burnham,65
Byfield,65
Center Harbor,65
De Beque,65
Donelson,65
Dravosburg,65
E Brunswick,65
Elmore,65
Ettringen,65
Falkenstein,65
Friedrichroda,65
Gemmingen,65
Glade Springs,65
Gotteszell,65
Graceville,65
Green Acres Valley,65
Haleiwa,65
Halfmoon,65
Hettstadt,65
Hochdorf-Assenheim,65
Hughes Springs,65
Jefferson Valley,65
Kavelstorf,65
Kemmerer,65
Kisdorf,65
Kronenwetter,65
Lich,65
Medora,65
Miami Springs,65
Middlebrg Hts,65
Mill Run,65
Monte Vista,65
Münchhausen,65
New Egypt,65
North Peoria,65
North Webster,65
Oberaudorf,65
Oley,65
Omao,65
Palisades,65
Palm,65
Palmerston,65
Plum Island,65
Pound,65
Prophetstown,65
Rhome,65
Rolesville,65
Rush,65
Shinglehouse,65
Society Hill,65
Solomon,65
Star Prairie,65
Steilacoom,65
Tabor City,65
Township of Symmes,65
Wachau,65
Wendeburg,65
York Haven,65
Zuni,65
Ashton,64
Averill Park,64
Aylesford,64
Baie-Saint-Paul,64
Böhmfeld,64
Boitzenburger Land,64
Boothbay Harbor,64
Camanche,64
Canal Flats,64
Canisteo,64
Cape Charles,64
ChampionsGate,64
Clifton Forge,64
Copper Hill,64
Cremlingen,64
Diekholzen,64
Dinwiddie,64
Dunnsville,64
East Freetown,64
Ehra-Lessien,64
Fichtenberg,64
Forestdale,64
Fultonville,64
Geyer,64
Gollhofen,64
Goodland,64
Greely,64
Grosse Pointe Park,64
Hardtwald,64
Hauzenberg,64
Heber,64
Heyburn,64
Hirrlingen,64
Jewell,64
Julesburg,64
Kastorf,64
Kennedy Township,64
Küps,64
Loyalhanna,64
Lugau,64
Lupburg,64
McGovern,64
Mont Clare,64
Munfordville,64
N Las Vegas,64
Neuhaus,64
New Bloomfield,64
Nichols Hills,64
Ober-Ramstadt,64
Plymouth Village,64
Roberval,64
Rügen,64
Schonungen,64
Sharptown,64
Somonauk,64
Timnath,64
Trabuco Canyon,64
Valle de Oro,64
W Springfield,64
Whigham,64
White Sands,64
Wildenfels,64
Wolfertschwenden,64
Wörth am Main,64
Arborfield,63
Bad Iburg,63
Bad Schandau,63
Baddeckenstedt,63
Bay Lake,63
Billbrook,63
Bleicherode,63
Campus,63
Carrollwood,63
Catalina,63
City of Cape Coral,63
Cowpens,63
East Lancaster,63
Eichsfeld,63
Elmenhorst,63
Endingen am Kaiserstuhl,63
Epsom,63
Fort Hunter Liggett,63
Frauenstein,63
Gill,63
Grantsburg,63
Hilltop,63
Ivins,63
Java,63
Ka‘ena Point,63
Killarney,63
Kürten,63
La Joya,63
Lanoraie,63
Ledyard,63
Lignum,63
Little Current,63
Lottstetten,63
Madbury,63
McDavid,63
Mosheim,63
Mutzschen,63
N Billerica,63
Nackenheim,63
North Central,63
Ocean Park,63
Ossineke,63
Parkman,63
Pea Ridge,63
Pelion,63
Port Republic,63
Rainier,63
Rengsdorf,63
Richwood,63
Sassenburg,63
Southside,63
Stigler,63
Tecklenburg,63
Town of Niagara,63
Township of Sparta,63
Vilonia,63
Weymouth Landing,63
Young Harris,63
Ackley,62
Ahrensbök,62
Alpirsbach,62
Atwood,62
Baldwinville,62
Barneveld,62
Bayard,62
Beattyville,62
Bertsdorf-Hörnitz,62
Billerbeck,62
Blanche,62
Böhlen,62
Carriere,62
Chappell Hill,62
Cusseta,62
Dambeck,62
Dauerthal,62
Dawson Springs,62
Dörentrup,62
Drexel,62
Elco,62
Eutin,62
Evans City,62
Finger Lakes,62
Fox Valley,62
Franktown,62
Greding,62
Grünsfeld,62
Haslach,62
Headland,62
Hörselgau,62
Jane,62
Keltern,62
Kruft,62
Lacolle,62
Lake View Terrace,62
Little Egg Harbor,62
Lookout Mountain,62
Loretto,62
Löwenberger Land,62
Manteo,62
McCreary,62
Melbourne Beach,62
Merenberg,62
Montello,62
Morgan,62
Neuenhagen,62
North Oxford,62
Obermaßfeld-Grimmenthal,62
Obersulm,62
Osterburken,62
Queen City,62
Redwitz an der Rodach,62
Rotthalmünster,62
Salt Lake Valley,62
San Martin,62
Siesta Key,62
Spring Park,62
Sunny Isles,62
Tamassee,62
Tellico Plains,62
Teningen,62
Township of Pittston,62
Treia,62
Tüttleben,62
Ulm Jungingen,62
Wallerfangen,62
Westerham,62
Whitecap,62
Wicomico,62
American Falls,61
Atzelgift,61
Bad Hönningen,61
Berkeley Springs,61
Black Earth,61
Blairmore,61
Brambleton,61
Büchen (Schleswig-Holstein),61
Burns Lake,61
Calmar,61
Canadian,61
Cedar,61
Church Hill,61
Colorado Spgs,61
Cooper,61
Corinne,61
Cromer,61
Currituck,61
Dam Neck,61
Dauphin Island,61
Elizabethville,61
Fluorn-Winzeln,61
Glen Jean,61
Groß Mackenstedt,61
Gunderath,61
Hainesville,61
Hamlin,61
Heringen (Werra),61
Heron,61
Holton,61
Hudson Oaks,61
Justice,61
Kenduskeag,61
Kogel,61
Lachendorf,61
Lehnin,61
Marlinton,61
Mondovi,61
Myersville,61
Neuenstein (Hessen),61
Nocatee,61
North Springfield,61
Oceanport,61
Poca,61
Rheintal,61
Rustburg,61
Saint-Amable,61
Schulzendorf,61
Scotrun,61
Shawnigan Lake,61
Sheppard AFB,61
Shippingport,61
Sinntal,61
Snowbird,61
Süden,61
